time,tavg,tmin,tmax,prcp,,,,,
09-10-2016,27.4,25.5,,5.1,,,,,
10-10-2016,27.3,25.8,31,9.9,,,3.1,,
11-10-2016,28.3,24.8,32,10.9,,,5,,
12-10-2016,28,24.8,32,0,,,5.7,,
13-10-2016,27.2,23,32.6,,,,1.8,,
14-10-2016,26.6,23,32,,,,3.7,,
15-10-2016,26.2,19.8,,,,,,,
16-10-2016,26.4,21.5,32,,,,2.3,,
17-10-2016,26.9,21.4,,,,,,,
18-10-2016,27.6,21.9,33,,,,3.1,,
19-10-2016,27.8,22,,,,,,,
20-10-2016,27.6,22.2,33.4,,,,1.9,,
21-10-2016,26.7,21.4,,,,,,,
22-10-2016,26.1,20.3,31,,,,1.7,,
23-10-2016,26.1,19.4,33,,,,3.3,,
24-10-2016,25.1,19.8,32,,,,5,,
25-10-2016,26.1,19.9,33,,,,6.2,,
26-10-2016,27.6,19.7,32,,,,7.1,,
27-10-2016,26.4,22.8,29.8,8.9,,,8,,
28-10-2016,27.6,23,31,0.5,,,5.4,,
29-10-2016,27.7,24.4,32,0,,,5.3,,
30-10-2016,26.8,23,32,,,,5.7,,
31-10-2016,27.4,21.3,33,,,,4.2,,
01-11-2016,27.8,23,32,,,,6.3,,
02-11-2016,28,24.4,33,,,,5.3,,
03-11-2016,25.1,23.4,30,,,,8.6,,
04-11-2016,23.4,21.8,25.2,,,38,10.7,,
05-11-2016,23,21,27,17,,30,11.9,,
06-11-2016,24.1,18.8,30.4,0.3,,,8.9,,
07-11-2016,22.7,16.5,30,0,,,,,
08-11-2016,23.1,15.5,31,,,,2,,
09-11-2016,22.2,15.9,31,,,,2.8,,
10-11-2016,22.7,16.4,30,,,,4.6,,
11-11-2016,22.9,16.8,30,,,,3.9,,
12-11-2016,23.7,17,31,,,,3.3,,
13-11-2016,24.6,18.9,31,,,,4.1,,
14-11-2016,25.4,20,31,,,,3,,
15-11-2016,24.7,,,,,,,,
16-11-2016,23.3,19,29,,,,3.2,,
17-11-2016,22.5,16.6,30,,,,5.6,,
18-11-2016,22.2,,,,,,,,
19-11-2016,22,15.2,29.6,,,,2.6,,
20-11-2016,22.6,16.2,31,,,,2.2,,
21-11-2016,22.5,16.1,31,,,,2.8,,
22-11-2016,22.6,16.8,31,,,,4.9,,
23-11-2016,22.9,14.7,,,,,,,
24-11-2016,22.3,16,31,,,,2.9,,
25-11-2016,22.3,15.8,32.2,,,,3,,
26-11-2016,23.2,15,31.4,,,,,,
27-11-2016,22.8,15.7,32,,,,4.6,,
28-11-2016,22.9,16,31.2,,,,2.6,,
29-11-2016,22.8,16.4,31,,,,2.1,,
30-11-2016,23.3,18.2,30,,,,1.8,,
01-12-2016,25.5,19.2,30,,,,5,,
02-12-2016,25.1,20.4,,,,,,,
03-12-2016,25.8,20.6,31.4,,,,7.1,,
04-12-2016,23.7,20,31,,,,4.9,,
05-12-2016,22.6,16.9,30,,,,4.1,,
06-12-2016,21.3,16,29.6,,,,5.1,,
07-12-2016,21.6,14.6,29,,,,4.3,,
08-12-2016,21.3,14.8,29.5,,,,3.3,,
09-12-2016,20.9,14.9,29.2,,,,5.9,,
10-12-2016,21.3,14.6,29.2,,,,7.1,,
11-12-2016,22.1,16.5,28,,,,7.9,,
12-12-2016,23.2,16.5,,,,,,,
13-12-2016,23.4,17,30,,,,4.4,,
14-12-2016,22.4,17,29.6,,,,2.8,,
15-12-2016,21.7,14.4,30.6,,,,5.4,,
16-12-2016,20.6,14,30,,,,3.8,,
17-12-2016,20.8,13.9,28.6,,,,1.9,,
18-12-2016,19.8,12.7,29,,,,2.9,,
19-12-2016,20.7,13.8,28.8,,,,2.6,,
20-12-2016,19.9,12.4,,,,,,,
21-12-2016,20.6,12.6,30,,,,3.3,,
22-12-2016,20.1,12.3,29.2,,,,2,,
23-12-2016,20.4,13,28.6,,,,1.7,,
24-12-2016,20.7,13.1,29.4,,,,1,,
25-12-2016,21.8,14.6,30,,,,,,
26-12-2016,22.8,15.4,31.8,,,,5.9,,
27-12-2016,22,15.1,29,,,,3.9,,
28-12-2016,21.4,15.7,28,,,,2.1,,
29-12-2016,21.6,15,28,,,,1.7,,
30-12-2016,21.8,15.1,,,,,,,
31-12-2016,22.4,16,,,,,,,
01-01-2017,22.8,17.4,,,,,,,
02-01-2017,21.9,17.2,28,,,,2.2,,
03-01-2017,21.8,17,28,,,,0.9,,
04-01-2017,21.8,16.9,28.2,,,,1.9,,
05-01-2017,21.6,15.4,,,,,,,
06-01-2017,21.6,16,30,,,,1.9,,
07-01-2017,21.9,14.4,29,,,,2.5,,
08-01-2017,22.3,14.6,31.6,,,,3.3,,
09-01-2017,22.3,15,31,,,,2.9,,
10-01-2017,23.3,15.7,31,,,,3.8,,
11-01-2017,22.3,17.2,,,,,,,
12-01-2017,20.8,18,26,,,,8,,
13-01-2017,19.8,,,,,,,,
14-01-2017,19.3,13.9,25.6,,,,5.3,,
15-01-2017,19.1,12.6,,,,,,,
16-01-2017,19.8,11.6,28,,,,4.8,,
17-01-2017,21.6,13.4,30.4,,,,2,,
18-01-2017,22,16,30,,,,,,
19-01-2017,21.5,13.6,,,,,,,
20-01-2017,22.3,13.6,30.6,,,,4.4,,
21-01-2017,22,14.8,30.4,,,,4.3,,
22-01-2017,22.7,15,30.8,,,,4.6,,
23-01-2017,22.8,15.5,32,,,,3.3,,1017.4
24-01-2017,22.8,15.1,31,,,,2.5,,
25-01-2017,22.3,15,30.6,,,,4.4,,
26-01-2017,24.1,15,31.4,,,,3.2,,
27-01-2017,20.9,,,,,,,,
28-01-2017,23.1,14.8,30.2,0,,,3.9,,
29-01-2017,22.3,17.8,29.4,,,,5.3,,1015.3
30-01-2017,22.7,15.4,30,,,,2.7,,
31-01-2017,24.4,16.9,33,,,,3.9,,
01-02-2017,25.1,20.2,32.8,,,,4.3,,
02-02-2017,24.3,21,30,,,,4.2,,
03-02-2017,24.1,20,31,,,,2.4,,
04-02-2017,23.1,16.4,30,,,,,,
05-02-2017,24.1,16,32.2,,,,3.1,,1013.1
06-02-2017,24.8,17.4,33.8,,,,3.9,,
07-02-2017,25.4,17.6,34,,,,5.2,,1011.9
08-02-2017,24.9,17.4,33,,,,4.6,,
09-02-2017,25.1,19.4,,,,,,,
10-02-2017,26.1,20.2,34,,,,,,1012.3
11-02-2017,26,22,34,,,,6.6,,
12-02-2017,24.3,20,32.2,,,,,,
13-02-2017,25.3,17.9,32.8,,,,4.1,,
14-02-2017,25.8,18,33.4,,,,3.2,,
15-02-2017,25.5,18.9,33.6,,,,2.6,,1018.3
16-02-2017,25.8,18.6,33.6,,,,3.2,,
17-02-2017,25.8,19,33,,,,5.8,,
18-02-2017,26.5,20.6,33.6,,,,7.2,,
19-02-2017,26.9,21.4,34,,,205,7.9,,
20-02-2017,27.8,21.4,36.2,,,,6.3,,
21-02-2017,27.9,22.8,36,,,201,13,,
22-02-2017,28.1,23.7,34,,,198,14,,
23-02-2017,28.9,24.9,35,,,,7.9,,
24-02-2017,27.6,24.8,32.4,,,,6.5,,
25-02-2017,26.7,20.8,33,,,,5.1,,1012.9
26-02-2017,26.8,19.3,34.6,,,,4.2,,1011
27-02-2017,27.5,19.5,35,,,,5.5,,
28-02-2017,27.4,23,34.4,,,,3.8,,
01-03-2017,27.6,21.4,35.6,,,,5.6,,
02-03-2017,28.4,21,37,,,,7.8,,1010.7
03-03-2017,27.9,21.4,38,,,,7.1,,
04-03-2017,27.1,20.8,34,,,195,10.6,,
05-03-2017,28.4,23.8,35,,,202,13.8,,
06-03-2017,27.4,24,34.6,,,,5.6,,1007.4
07-03-2017,25.9,22,33,,,,6.4,,
08-03-2017,24.2,21.6,27.2,7.9,,,,,1009
09-03-2017,26.4,21.7,31.6,2,,174,9.5,,1006.8
10-03-2017,26.3,23,33,0,,,14.5,,
11-03-2017,26.1,20.6,31.2,20.1,,,11,,
12-03-2017,28.1,22,35,0.5,,,5.7,,1009.3
13-03-2017,25.3,22.4,30.2,0,,59,8.7,,1012.2
14-03-2017,26.4,19.9,33,,,,6.2,,
15-03-2017,26.4,21.7,32,,,,4.4,,
16-03-2017,27.8,22.4,33,,,220,4.7,,
17-03-2017,27.8,22,33.6,,,,5.9,,
18-03-2017,28.8,24,34.6,,,224,5.8,,
19-03-2017,28.2,23.2,33,,,192,8.9,,1009.9
20-03-2017,27.6,23,32,0,,,5.1,,
21-03-2017,28.6,20.6,,,,,,,
22-03-2017,28.8,23.6,37,,,217,5.3,,
23-03-2017,29.1,24,37,,,209,6.8,,
24-03-2017,29.5,23.2,,,,,,,
25-03-2017,29.3,25.6,36,,,204,8.7,,
26-03-2017,28.9,25,34.2,,,203,10.2,,
27-03-2017,29.2,26,35,,,205,11.7,,
28-03-2017,29.3,25.2,35,,,208,24.1,,
29-03-2017,29.5,25.8,36,,,212,21.3,,
30-03-2017,29.6,25.8,36,,,207,19.9,,
31-03-2017,29.2,26,35,,,202,22.6,,
01-04-2017,29.3,25.8,35,,,212,23.3,,
02-04-2017,29.1,25.8,35,,,209,21.4,,1005.8
03-04-2017,29.8,25.7,37,0,,226,23,,
04-04-2017,29.4,26,34,,,209,30.6,,
05-04-2017,28.9,26,34,,,216,33.1,,
06-04-2017,29.4,26,34.6,,,209,21.7,,
07-04-2017,29.9,20,37,,,201,18.3,,
08-04-2017,30.3,28,35.6,,,203,17.4,,
09-04-2017,30.3,27,36.6,,,201,18.5,,1007.3
10-04-2017,31,27.6,37,,,194,9.4,,
11-04-2017,32.1,26.9,,,,,,,
12-04-2017,30.8,25,40,,,,8,,
13-04-2017,30.2,26.4,36,,,200,15.8,,
14-04-2017,29.7,,,,,,,,
15-04-2017,30,24.4,,,,,,,
16-04-2017,28.4,22.7,35,,,186,13.8,,
17-04-2017,28.7,19.8,34,,,179,11.6,,
18-04-2017,30.4,26.6,36,,,192,22.2,,1006.7
19-04-2017,30.3,27.6,35,,,212,26.6,,
20-04-2017,30.2,24.4,35,,,214,22.4,,
21-04-2017,30.9,27.6,36,,,205,30.5,,1004.1
22-04-2017,31,27.8,36,,,207,25.2,,1003.3
23-04-2017,30.6,28,,,,,,,
24-04-2017,31.1,27.8,37,,,206,22.8,,
25-04-2017,31.7,,,,,,,,
26-04-2017,31.6,26.3,40.6,,,197,17.9,,1005.5
27-04-2017,31.3,28,37.2,,,204,18.6,,1006.5
28-04-2017,31.6,28,38.6,,,195,13.6,,
29-04-2017,31.3,26.4,,,,,,,
30-04-2017,31.3,27.2,36,,,204,23.4,,1006.8
01-05-2017,30.8,28,36,,,201,18,,
02-05-2017,31.3,26,38,,,,13.6,,1009.6
03-05-2017,31.4,27,38,,,199,20.9,,
04-05-2017,31.8,26.9,39,0.8,,201,18.1,,1008.3
05-05-2017,31.2,27.2,38,0,,211,23.6,,
06-05-2017,30.7,28,36,,,204,24.1,,
07-05-2017,31.9,24.2,40.2,,,212,15.7,,
08-05-2017,31.7,27.4,38,,,201,20,,1007
09-05-2017,30.2,25.6,37,,,203,24.3,,
10-05-2017,29.8,24,35,29,,196,22.1,,1008.1
11-05-2017,31.1,26.8,37,0,,195,15.1,,
12-05-2017,31.4,27.2,38,,,,15.1,,
13-05-2017,31.9,28,39,,,208,15.1,,
14-05-2017,32.2,27,39,0.5,,211,22.5,,
15-05-2017,32.8,28.8,40,0,,185,24.2,,
16-05-2017,32.2,27.9,38,,,183,21.7,,1000.7
17-05-2017,32.9,28.8,39,,,192,19.1,,1000.4
18-05-2017,31.7,27,39,,,151,18.9,,
19-05-2017,33,25.8,,,,,,,
20-05-2017,32.8,27.8,39.6,,,199,19.3,,1002.7
21-05-2017,32.9,27.2,39.4,,,,18,,
22-05-2017,33,28.4,39,,,205,23.4,,
23-05-2017,33.3,29.4,39,,,203,24.8,,
24-05-2017,32.2,29,38,,,202,26.4,,1003.5
25-05-2017,32.8,27.8,39,,,205,22.7,,
26-05-2017,32.4,28.4,38,,,190,19.1,,
27-05-2017,31.2,28,,,,,,,
28-05-2017,31.9,27.3,39,0,,,6.1,,1001.1
29-05-2017,33.2,27.4,39,0.5,,252,8.5,,998.4
30-05-2017,32.4,25.5,41.6,0,,,7.6,,
31-05-2017,34,25.4,42,23.1,,,10.4,,1000.1
01-06-2017,32.2,28.9,39,0,,,20.4,,
02-06-2017,31.6,29.8,35,0.8,,,17.8,,1003.2
03-06-2017,32.7,28,38.4,0,,206,24.6,,
04-06-2017,34.2,29.6,43,,,217,22.4,,
05-06-2017,30.2,26.2,34,5.1,,205,18.4,,
06-06-2017,30.6,25.6,36,8.9,,,11,,
07-06-2017,31.7,26.1,37.4,0,,,7.2,,
08-06-2017,31.9,27.7,,,,,,,
09-06-2017,29.9,26.8,37.4,0,,,5.1,,
10-06-2017,28.7,27,33.2,8.9,,,7.4,,
11-06-2017,29.1,25.9,,10.9,,,,,
12-06-2017,30,26.9,36,0.8,,225,12.8,,999.5
13-06-2017,30.9,27.2,34.8,1,,229,15.7,,1001.1
14-06-2017,29.8,24,36.4,0,,234,14.5,,
15-06-2017,27.8,23.2,33,30,,236,15.1,,
16-06-2017,29.4,23.8,33,23.9,,,8.3,,
17-06-2017,31.2,27.3,35,0,,212,11.3,,
18-06-2017,31.4,27.8,37,,,221,14.3,,1000.9
19-06-2017,32.4,26.6,38,,,243,15.2,,
20-06-2017,29.9,27,35,0.3,,,16.7,,
21-06-2017,29.4,25.2,35,0,,232,15.9,,
22-06-2017,28.1,24.4,,13,,,,,
23-06-2017,30.8,26.8,37,0,,,9.8,,
24-06-2017,27.1,26,30,0.3,,,,,
25-06-2017,27.3,24.8,,18,,,,,
26-06-2017,28,26.2,30,0,,223,9.3,,998.8
27-06-2017,28.2,26.4,30.2,0,,,5.1,,
28-06-2017,27.9,26.8,30.8,2,,,3.8,,1000.1
29-06-2017,28.6,26.2,33.6,1,,,6.6,,
30-06-2017,27.3,,,3,,,,,
01-07-2017,27.6,24.2,29,69.1,,,8.8,,
02-07-2017,28.4,26.3,32,0.3,,230,8.2,,999.7
03-07-2017,28,26.6,31,2,,226,15.3,,
04-07-2017,28.9,25.4,32,6.1,,221,11.8,,
05-07-2017,29.4,26.7,32,0,,232,8.6,,
06-07-2017,29.2,26.2,31.4,,,,5.7,,1001.2
07-07-2017,27.2,24,32,0.3,,,8.2,,
08-07-2017,27,23.4,29.6,34,,259,12.4,,1001.6
09-07-2017,27.5,24.6,28.6,22.1,,216,12.3,,1002.4
10-07-2017,28.5,26,34,0.5,,,8.6,,
11-07-2017,28.1,23.7,32,42.9,,237,9.3,,
12-07-2017,27.9,25.6,32,1,,,8.6,,1002
13-07-2017,27.4,24.9,31,11.9,,,8.7,,
14-07-2017,28,24.9,32.2,2,,,5.4,,
15-07-2017,27.2,24.7,30,35.1,,,5.6,,1000.2
16-07-2017,26.7,24.9,30,8.9,,,7.3,,998.1
17-07-2017,27.5,25.2,29,31,,42,11.1,,
18-07-2017,28.5,25.8,30.8,23.1,,,17.4,,
19-07-2017,27.3,22,30,4.1,,200,17.8,,995.4
20-07-2017,29.4,25,33,105.9,,212,20.8,,997.7
21-07-2017,29.9,27.4,33,0,,210,16.8,,
22-07-2017,28.3,,,0.5,,,,,
23-07-2017,26.9,26,28.2,15,,,10.8,,1000.3
24-07-2017,27.9,25.8,29,11.9,,,9.7,,1000.1
25-07-2017,28.8,26.9,32,0,,234,11,,999.3
26-07-2017,29.1,27,31.2,2,,215,13.1,,
27-07-2017,29.4,25.8,32.8,0,,,6.6,,
28-07-2017,29.8,27.2,35,,,223,9.1,,
29-07-2017,28.8,26.2,33,,,,6.3,,
30-07-2017,29.7,26.2,,,,,,,
31-07-2017,28.2,26,33.6,,,,4.5,,1003.2
01-08-2017,29.4,25,34,,,249,11.4,,
02-08-2017,29.5,26.4,35,,,279,11.1,,1002.7
03-08-2017,29,26,33,,,,9.7,,
04-08-2017,27.2,25.6,32,2,,269,8.6,,999.4
05-08-2017,27.4,24.9,29.4,7.1,,,7.1,,
06-08-2017,30.5,25.8,35,10.9,,,10.7,,
07-08-2017,29.6,28,33,0,,,8.8,,
08-08-2017,28.3,24.4,33,29,,,12.3,,
09-08-2017,29.3,25.4,34,4.1,,214,18.5,,1003.5
10-08-2017,29.1,26,34,0.8,,224,13,,
11-08-2017,28.2,24.9,33,19.1,,212,9.3,,1003.7
12-08-2017,28.4,26,33,2,,230,12.5,,
13-08-2017,28.1,25,33,1,,241,9.2,,1004.9
14-08-2017,28.4,24.9,31.4,27.9,,,5.4,,
15-08-2017,28.8,25.8,33,7.1,,,5.6,,
16-08-2017,29.1,26.3,33,2,,,5.8,,1002.4
17-08-2017,26.9,24.8,29.6,0.5,,,5.9,,
18-08-2017,28.2,24.2,31.2,41.9,,,8.5,,
19-08-2017,28.5,25.2,32,2,,111,16,,
20-08-2017,28.7,24.6,32,5.1,,152,9.7,,
21-08-2017,29.5,25.2,,4.1,,,,,
22-08-2017,29.3,25.1,33,0,,,6.6,,
23-08-2017,29.2,25.8,34,,,,5,,1003.1
24-08-2017,27.6,24.5,33,,,,7.2,,
25-08-2017,28.1,25,32.6,,,,4.5,,1000.3
26-08-2017,28.4,25.3,32,,,,3.4,,
27-08-2017,27.6,25.6,30,,,,5.3,,
28-08-2017,27.7,24.2,30,39.9,,,9.2,,
29-08-2017,26.6,24.2,28,23.9,,,5.4,,
30-08-2017,29.1,24,31.6,5.1,,,9.9,,1004.5
31-08-2017,28.3,25.7,34,0,,223,11.5,,1005.3
01-09-2017,28.1,24.4,33,33,,255,11,,
02-09-2017,26.1,23.2,28,67.1,,261,8.1,,
03-09-2017,29.3,23.3,34,7.9,,,8.7,,1005.3
04-09-2017,29.7,25.6,35,0,,,4.6,,
05-09-2017,29.5,26.3,34.6,,,,7.4,,1005.4
06-09-2017,30,26.1,34,,,,8.5,,
07-09-2017,29.6,28,32,,,,,,
08-09-2017,30.1,26,35,,,,8.5,,
09-09-2017,29.9,26.3,34,,,217,13.4,,
10-09-2017,30.4,27,35,,,,9.7,,1007.2
11-09-2017,30.5,26.9,34.4,,,213,10,,
12-09-2017,28.4,25,35,,,,7.7,,
13-09-2017,27.8,24.2,33.2,,,,7.9,,
14-09-2017,28.9,25,33,,,,6.2,,1006.4
15-09-2017,28.7,26,33.6,,,,8.4,,
16-09-2017,28.3,25,33.4,,,,5.6,,
17-09-2017,29.4,25.4,34,,,,5.1,,1002.8
18-09-2017,26.2,25,31,0,,,,,1002.4
19-09-2017,26.8,24.2,29.2,37.1,,,9.6,,
20-09-2017,27.9,24.7,31,4.1,,,5.1,,
21-09-2017,28.3,25.8,34,0.3,,189,11.3,,
22-09-2017,29.6,26.1,33.4,0,,192,11.4,,1005.6
23-09-2017,30.1,26.5,34,,,223,8.5,,
24-09-2017,29.7,25,34.2,,,,5.8,,
25-09-2017,29.4,25.2,35,5.1,,,6.2,,1004.3
26-09-2017,29.8,25.1,35,0,,,4.4,,
27-09-2017,29.3,27,33.4,0,,,3.4,,1005.9
28-09-2017,26.3,24,30.6,0.5,,,3.3,,
29-09-2017,27,24,30.2,64,,,2.3,,
30-09-2017,26.4,24.8,29,4.1,,,2.2,,1006.6
01-10-2017,27.9,24.4,32,64,,,5.3,,1006.6
02-10-2017,27.8,25.8,31,0,,,5.5,,
03-10-2017,27.7,25.4,30,1,,,2.3,,1006.3
04-10-2017,28.3,25.9,32.6,0,,,3.3,,1006.9
05-10-2017,27.9,26,31.4,0.8,,31,10.8,,1006.3
06-10-2017,25.4,24.6,26.2,6.1,,46,11.1,,1006.4
07-10-2017,28.2,24.6,31.6,29,,153,7.7,,1006.8
08-10-2017,27.6,25.3,32,0,,,8.4,,1006.1
09-10-2017,28,25,33,0.3,,251,8.4,,1005.3
10-10-2017,28.1,24.7,32,19.1,,,8.7,,
11-10-2017,29,25.8,33.2,0,,,10,,
12-10-2017,29.2,25.6,33.2,,,,10,,1005.8
13-10-2017,29.7,25.8,34.2,,,,10,,1005
14-10-2017,29.7,25.7,33.8,,,,9,,
15-10-2017,29.4,25,34,0,,,5.3,,1005.3
16-10-2017,29.1,25,34,,,,7.8,,1005.4
17-10-2017,28.3,24.4,33,,,,9.2,,
18-10-2017,26.9,24.4,32,,,26,12.8,,1004.3
19-10-2017,25.4,25,26.2,10.9,,19,14.6,,
20-10-2017,24.9,24,26,82,,252,21.5,,1001.3
21-10-2017,28,23.7,32,17,,255,13.5,,1004.8
22-10-2017,28.9,23.6,34.2,0,,,6.9,,
23-10-2017,28.6,23.9,34.2,,,,6.8,,
24-10-2017,28.3,23.6,34,,,,9.1,,1011.2
25-10-2017,28.2,22.9,34,,,236,9.1,,1013.1
26-10-2017,27.9,23,,,,,,,
27-10-2017,27.2,22,33,,,,6.8,,
28-10-2017,26.2,22.6,32,,,,4.3,,
29-10-2017,26.8,20.4,31.6,,,,4.4,,1013.3
30-10-2017,26.5,,,,,,,,
31-10-2017,26.2,21.4,,,,,,,
01-11-2017,25.1,21,30,,,,9.6,,1013.1
02-11-2017,25,20.9,30,,,,9.9,,1011.9
03-11-2017,24.3,,,,,,,,
04-11-2017,25.1,18.9,32,,,26,9.7,,1012.3
05-11-2017,26.2,19.8,32.2,,,,7.5,,1012.6
06-11-2017,26.6,21.4,33,,,,7.8,,1012.3
07-11-2017,25.8,20,32,,,,7.6,,
08-11-2017,25.2,19.2,32,,,,8.1,,1012.4
09-11-2017,24.5,19.8,31,,,,7.3,,
10-11-2017,23.8,19,31,,,29,9.2,,
11-11-2017,23.7,17.8,30.2,,,29,8.5,,
12-11-2017,24.4,17.9,31,,,36,10.3,,
13-11-2017,25.6,19.3,31,,,50,12.3,,1009.4
14-11-2017,24.1,22,28,,,42,14.4,,1009.4
15-11-2017,21.3,19,22,7.1,,43,16.1,,
16-11-2017,22.3,20.4,24,32,,38,14.4,,1009.2
17-11-2017,22.4,22,23.2,5.1,,38,14.1,,1009.7
18-11-2017,24.6,22.2,27,7.1,,36,8.5,,
19-11-2017,25.7,22.6,29.2,0,,,5.7,,
20-11-2017,26.3,22.9,31,,,,6.2,,
21-11-2017,25.1,22,31,,,,7.9,,1012.2
22-11-2017,23.3,19,29.2,,,,6.5,,1011.4
23-11-2017,21.7,17,28,,,,7.4,,1011.4
24-11-2017,20.8,15.6,28.4,,,,8,,1012.8
25-11-2017,20.6,14.4,29,,,,6.7,,
26-11-2017,19.8,13.7,29.8,,,,,,
27-11-2017,21.5,14.3,,,,,,,
28-11-2017,21.3,14.9,30.5,,,,4.8,,1013.1
29-11-2017,21.2,15,29.2,,,,5.6,,1014.8
30-11-2017,21,14.6,29.6,,,,4.5,,1013.9
01-12-2017,20.3,,,,,,,,
02-12-2017,20,13.3,28,,,,6.9,,
03-12-2017,19.6,12.8,,,,,,,
04-12-2017,19.4,12.4,27.6,,,,6,,1013.3
05-12-2017,19.1,12.4,28,,,,4.9,,
06-12-2017,19.3,12.7,28,,,,7.7,,1011.9
07-12-2017,20.2,13,25,,,24,7.9,,1011.7
08-12-2017,18.5,17,20.2,0,,30,15,,
09-12-2017,20.7,16.6,,29,,,,,
10-12-2017,23.5,20,29.4,0,,291,7.8,,1011.2
11-12-2017,23.8,18.4,29.4,0,,,5.8,,1013.1
12-12-2017,24.1,18.6,31,,,,6,,1013.8
13-12-2017,23.7,21,29,,,,4.3,,
14-12-2017,23.8,20.6,30.2,,,,4.1,,1015.3
15-12-2017,22.8,19,30,,,,4.4,,1015.8
16-12-2017,22.1,16.4,29.4,,,,4.9,,1016.7
17-12-2017,21.9,17,30,,,,6.8,,
18-12-2017,19.6,14,27.4,,,,7.8,,1017.6
19-12-2017,18.8,11.9,27.2,,,31,6.6,,1017.5
20-12-2017,19.4,12.4,26.6,,,,6.2,,1018.2
21-12-2017,20.1,,,,,,,,
22-12-2017,21.3,15,28.2,,,,4.9,,
23-12-2017,21.1,15.9,,,,,,,
24-12-2017,20.2,16,27.4,,,,5.1,,1013.8
25-12-2017,20.3,13.7,,,,,,,
26-12-2017,19.6,15,28,,,,6.5,,1014.6
27-12-2017,18.5,11.8,,,,,,,
28-12-2017,18.8,11.2,,,,,,,
29-12-2017,19.5,13,29,,,47,8.2,,
30-12-2017,19.6,12,28.6,,,37,8.4,,
31-12-2017,20.9,13.8,27,,,47,9.5,,1013.3
01-01-2018,20.6,17.4,25,,,,9.3,,
02-01-2018,19.3,,,0,,,,,
03-01-2018,18.8,11.9,27.2,,,,6.9,,
04-01-2018,18.5,13,26.4,,,56,10.1,,
05-01-2018,18.3,10.4,26.2,,,,7.3,,1012.6
06-01-2018,18.6,11.4,,,,,,,
07-01-2018,18.6,13,27,,,44,7.9,,1013
08-01-2018,18.7,12,26.6,,,42,8.8,,
09-01-2018,17.8,10.6,26,,,55,8.1,,
10-01-2018,18.6,11,,,,,,,
11-01-2018,18.9,11,28,,,269,5.9,,
12-01-2018,20.2,12,28.8,,,,6,,
13-01-2018,20.5,14.9,28.4,,,,8,,
14-01-2018,19.6,,,,,,,,
15-01-2018,19.7,11.2,29,,,,7.2,,1013.9
16-01-2018,19.7,12.8,28,,,,6.6,,1012.9
17-01-2018,20.2,13.4,28.6,,,,5.7,,1013.1
18-01-2018,19.6,13,28.6,,,,,,
19-01-2018,19.1,11.5,28.4,,,,5.7,,
20-01-2018,19.5,11.4,28.4,,,,5.2,,
21-01-2018,20.3,12,29,,,111,7.6,,1013.1
22-01-2018,20.8,13.1,,,,,,,
23-01-2018,21,14.4,29,,,,9.1,,
24-01-2018,22.5,14.4,,,,,,,
25-01-2018,21.2,17,28.4,,,,7.9,,1010
26-01-2018,21.3,13,28.4,,,,6.9,,
27-01-2018,20.9,17,27.2,,,,,,
28-01-2018,20.9,14.4,29,,,,5.3,,1013.2
29-01-2018,21.9,13.7,30,,,,5.5,,
30-01-2018,21.6,11.9,30.2,,,278,9.2,,1013.5
31-01-2018,22.2,11.2,32.2,,,,9.9,,
01-02-2018,22.3,13.4,31.2,,,310,10.4,,1012.2
02-02-2018,22.9,12.4,32.6,,,275,8,,
03-02-2018,22.7,14,33,,,210,11.1,,
04-02-2018,22.9,13.3,33,,,230,12.9,,
05-02-2018,23.7,14.6,33.2,,,,10.7,,
06-02-2018,24.2,14.7,34,,,243,10.1,,1014
07-02-2018,24.9,15.9,34.2,,,231,10.6,,
08-02-2018,26.3,20.5,33,,,,6.8,,
09-02-2018,25.1,19,,,,,,,
10-02-2018,25.6,19.2,31.6,,,,9.5,,
11-02-2018,22.8,,,,,,,,
12-02-2018,23.8,15.3,32,,,,3.1,,
13-02-2018,22.8,15,31.2,,,,4.8,,1018.3
14-02-2018,25.1,16.6,32.4,,,,3.3,,
15-02-2018,24.5,16.4,31.8,,,,5.7,,
16-02-2018,24,17.4,32,,,,3.1,,
17-02-2018,24.4,15.9,33,,,,4,,1012.1
18-02-2018,24.9,16.9,33,,,,5,,
19-02-2018,25.2,18.3,,,,,,,
20-02-2018,25.7,19.2,33.8,,,,10.2,,
21-02-2018,25.9,17,35,,,241,8.8,,
22-02-2018,26,15.9,35.4,,,,5.9,,1009.8
23-02-2018,26.5,18,,,,,,,
24-02-2018,26.5,17.8,37,,,,11,,1012.9
25-02-2018,27.1,16,38,,,,10,,
26-02-2018,28.2,17.8,37.2,,,,4.5,,1010.6
27-02-2018,28,21,,,,,,,
28-02-2018,27.9,20.9,36.6,,,,5,,
01-03-2018,27.6,19.6,36.8,,,,3.5,,1010.1
02-03-2018,28,22.8,37.4,,,,7.4,,1008.9
03-03-2018,28.7,21.7,39.2,,,226,11.1,,
04-03-2018,28.9,21.6,39,,,,9.5,,
05-03-2018,29,21.8,37.4,,,,7,,
06-03-2018,27.8,21.4,35,,,,8.7,,
07-03-2018,27.7,,,,,,,,
08-03-2018,27.1,20.3,35,,,,5.5,,1011.8
09-03-2018,27.4,20.4,35.2,,,,5.7,,
